画像,ラベル
"[[[0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  ...,
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941]],

 [[0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  ...,
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941]],

 [[0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  ...,
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941]],

 ...,

 [[0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  ...,
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941]],

 [[0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  ...,
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941]],

 [[0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  ...,
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941],
  [0.95294118, 0.42352941, 0.82352941]]]","(243, 108, 210)"
"[[[0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  ...,
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647]],

 [[0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  ...,
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647]],

 [[0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  ...,
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647]],

 ...,

 [[0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  ...,
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647]],

 [[0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  ...,
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647]],

 [[0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  ...,
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647],
  [0.98431373, 0.38823529, 0.74117647]]]","(251, 99, 189)"
"[[[0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  ...,
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235]],

 [[0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  ...,
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235]],

 [[0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  ...,
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235]],

 ...,

 [[0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  ...,
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235]],

 [[0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  ...,
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235]],

 [[0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  ...,
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235],
  [0.1372549 , 0.31372549, 0.90588235]]]","(35, 80, 231)"
"[[[0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  ...,
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196]],

 [[0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  ...,
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196]],

 [[0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  ...,
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196]],

 ...,

 [[0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  ...,
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196]],

 [[0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  ...,
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196]],

 [[0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  ...,
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196],
  [0.13333333, 0.35686275, 0.65490196]]]","(34, 91, 167)"
"[[[0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  ...,
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627]],

 [[0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  ...,
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627]],

 [[0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  ...,
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627]],

 ...,

 [[0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  ...,
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627]],

 [[0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  ...,
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627]],

 [[0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  ...,
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627],
  [0.56470588, 0.76078431, 0.61568627]]]","(144, 194, 157)"
"[[[0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  ...,
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804]],

 [[0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  ...,
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804]],

 [[0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  ...,
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804]],

 ...,

 [[0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  ...,
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804]],

 [[0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  ...,
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804]],

 [[0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  ...,
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804],
  [0.89019608, 0.34117647, 0.54509804]]]","(227, 87, 139)"
"[[[0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  ...,
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137]],

 [[0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  ...,
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137]],

 [[0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  ...,
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137]],

 ...,

 [[0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  ...,
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137]],

 [[0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  ...,
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137]],

 [[0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  ...,
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137],
  [0.76862745, 0.57647059, 0.67843137]]]","(196, 147, 173)"
"[[[0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  ...,
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314]],

 [[0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  ...,
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314]],

 [[0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  ...,
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314]],

 ...,

 [[0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  ...,
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314]],

 [[0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  ...,
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314]],

 [[0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  ...,
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314],
  [0.50980392, 0.34509804, 0.20784314]]]","(130, 88, 53)"
"[[[0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  ...,
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118]],

 [[0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  ...,
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118]],

 [[0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  ...,
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118]],

 ...,

 [[0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  ...,
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118]],

 [[0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  ...,
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118]],

 [[0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  ...,
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118],
  [0.62745098, 0.4       , 0.15294118]]]","(160, 102, 39)"
"[[[0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  ...,
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431]],

 [[0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  ...,
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431]],

 [[0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  ...,
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431]],

 ...,

 [[0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  ...,
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431]],

 [[0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  ...,
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431]],

 [[0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  ...,
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431],
  [0.35294118, 0.40784314, 0.96078431]]]","(90, 104, 245)"
"[[[0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  ...,
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392]],

 [[0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  ...,
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392]],

 [[0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  ...,
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392]],

 ...,

 [[0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  ...,
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392]],

 [[0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  ...,
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392]],

 [[0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  ...,
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392],
  [0.6627451 , 0.66666667, 0.70980392]]]","(169, 170, 181)"
"[[[0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  ...,
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608]],

 [[0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  ...,
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608]],

 [[0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  ...,
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608]],

 ...,

 [[0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  ...,
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608]],

 [[0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  ...,
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608]],

 [[0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  ...,
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608],
  [0.85882353, 0.36470588, 0.49019608]]]","(219, 93, 125)"
"[[[0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  ...,
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667]],

 [[0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  ...,
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667]],

 [[0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  ...,
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667]],

 ...,

 [[0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  ...,
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667]],

 [[0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  ...,
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667]],

 [[0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  ...,
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667],
  [0.94117647, 0.3254902 , 0.46666667]]]","(240, 83, 119)"
"[[[0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  ...,
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412]],

 [[0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  ...,
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412]],

 [[0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  ...,
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412]],

 ...,

 [[0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  ...,
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412]],

 [[0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  ...,
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412]],

 [[0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  ...,
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412],
  [0.4       , 0.88235294, 0.63529412]]]","(102, 225, 162)"
"[[[0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  ...,
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039]],

 [[0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  ...,
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039]],

 [[0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  ...,
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039]],

 ...,

 [[0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  ...,
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039]],

 [[0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  ...,
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039]],

 [[0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  ...,
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039],
  [0.84705882, 0.65490196, 0.85098039]]]","(216, 167, 217)"
